"year","fips_state","state_code","state_name","poverty_rate","poverty_rate_moe","poverty_count","poverty_count_moe","poverty_universe","median_hh_income","median_hh_income_moe"
"2001","46","SD","South Dakota",0.117,0.008,86306,5986,739557,37096,1572
"2002","46","SD","South Dakota",0.124,0.008,92341,5809,746352,36966,1692
"2003","46","SD","South Dakota",0.123,0.008,92587,6090,751187,38008,1489
"2004","46","SD","South Dakota",0.129,0.0095,97653,7285,755821,39265,1512
"2005","46","SD","South Dakota",0.136,0.0045,100756,3524,742534,40096,791
"2006","46","SD","South Dakota",0.136,0.005,102589,3578,753216,42432,859
"2007","46","SD","South Dakota",0.132,0.004,101420,3425,768497,43507,846
"2008","46","SD","South Dakota",0.127,0.005,98248,4002,774726,46244,1080
"2009","46","SD","South Dakota",0.142,0.006,110863,4606,782694,45048,1030
"2010","46","SD","South Dakota",0.146,0.006,114798,4550,788210,45861,1005
"2011","46","SD","South Dakota",0.141,0.005,112258,4114,794847,48188,1293
"2012","46","SD","South Dakota",0.136,0.005,109661,3952,804310,48439,893
"2013","46","SD","South Dakota",0.14,0.006,114291,4643,815064,49200,1005
"2014","46","SD","South Dakota",0.141,0.005,115906,4386,824377,51059,948
"2015","46","SD","South Dakota",0.135,0.006,111697,4908,829616,53263,1034
"2016","46","SD","South Dakota",0.129,0.006,107953,4688,837301,54926,1178
"2017","46","SD","South Dakota",0.128,0.005,107522,4288,838947,56871,1197
"2018","46","SD","South Dakota",0.129,0.005,109814,4480,852354,57041,1330
"2019","46","SD","South Dakota",0.119,0.005,101371,4658,854605,60414,1756
"2020","46","SD","South Dakota",0.116,0.005,99903,4593,864271,61149,1671
